leaid,year,fips,district_id,district_name,est_population_total,est_population_5_17,est_population_5_17_poverty,est_population_5_17_poverty_pct,est_population_5_17_pct
4838280,2013,48,38280,Rule Independent School District,895,134,34,0.25373134,0.14972067
4838310,2013,48,38310,Runge Independent School District,1349,284,67,0.2359155,0.21052632
4838360,2013,48,38360,Rusk Independent School District,12219,2052,634,0.30896688,0.16793518
4838400,2013,48,38400,S and S Consolidated Independent School District,5173,972,107,0.110082306,0.18789871
4838430,2013,48,38430,Sabinal Independent School District,2693,520,174,0.33461538,0.19309321
4838460,2013,48,38460,Sabine Independent School District,6689,1285,335,0.26070037,0.19210644
4838490,2013,48,38490,Sabine Pass Independent School District,396,43,11,0.25581396,0.10858586
4838520,2013,48,38520,Saint Jo Independent School District,1726,301,63,0.20930232,0.17439166
4838580,2013,48,38580,Salado Independent School District,7659,1345,160,0.11895911,0.1756104
4838610,2013,48,38610,Saltillo Independent School District,1211,242,77,0.3181818,0.19983485
4838640,2013,48,38640,Sam Rayburn Independent School District,2455,416,89,0.2139423,0.1694501
4838700,2013,48,38700,San Angelo Independent School District,98513,15908,3601,0.22636409,0.16148123
4838730,2013,48,38730,San Antonio Independent School District,326616,58889,22093,0.37516344,0.18030041
4838760,2013,48,38760,San Augustine Independent School District,5545,829,336,0.4053076,0.14950405
4838790,2013,48,38790,San Benito Consolidated Independent School District,44000,10900,4694,0.4306422,0.24772727
4838820,2013,48,38820,San Diego Independent School District,6908,1272,358,0.28144655,0.18413433
4838850,2013,48,38850,San Elizario Independent School District,14216,3643,1651,0.45319793,0.25626054
4838900,2013,48,38900,San Felipe-Del Rio Consolidated Independent School District,48019,10060,3175,0.31560636,0.2095004
4838910,2013,48,38910,San Isidro Independent School District,1043,189,73,0.38624337,0.18120806
4838970,2013,48,38970,San Marcos Consolidated Independent School District,71204,8766,2041,0.23283139,0.12311106
4839000,2013,48,39000,San Perlita Independent School District,950,187,105,0.56149733,0.1968421
4839030,2013,48,39030,San Saba Independent School District,4449,620,222,0.3580645,0.13935716
4839060,2013,48,39060,San Vicente Independent School District,218,25,4,0.16,0.1146789
4839120,2013,48,39120,Sands Consolidated Independent School District,729,158,39,0.24683544,0.21673526
4839150,2013,48,39150,Sanford-Fritch Independent School District,5012,874,138,0.15789473,0.17438148
4839180,2013,48,39180,Sanger Independent School District,14173,2860,502,0.17552447,0.20179214
4839210,2013,48,39210,Santa Anna Independent School District,1675,297,116,0.3905724,0.17731343
4839270,2013,48,39270,Santa Fe Independent School District,25468,4749,767,0.16150768,0.1864693
4839300,2013,48,39300,Santa Gertrudis Independent School District,30,3,1,0.33333334,0.1
4839330,2013,48,39330,Santa Maria Independent School District,2611,696,350,0.50287354,0.26656455
4839360,2013,48,39360,Santa Rosa Independent School District,5367,1265,569,0.44980237,0.23569964
4839390,2013,48,39390,Santo Independent School District,3193,521,75,0.14395393,0.16316943
4839450,2013,48,39450,Savoy Independent School District,1850,303,38,0.12541254,0.16378379
4839480,2013,48,39480,Schertz-Cibolo-Universal City Independent School District,63402,13440,1319,0.09813988,0.2119807
4839510,2013,48,39510,Schleicher Independent School District,3206,706,120,0.16997167,0.2202121
4839540,2013,48,39540,Schulenburg Independent School District,5224,847,163,0.19244392,0.1621363
4839570,2013,48,39570,Scurry-Rosser Independent School District,4427,896,187,0.20870535,0.2023944
4839600,2013,48,39600,Seagraves Independent School District,2993,675,207,0.30666667,0.22552623
4839630,2013,48,39630,Sealy Independent School District,13287,2522,492,0.19508326,0.18980959
4839690,2013,48,39690,Seguin Independent School District,46760,8048,1993,0.24763916,0.17211291
4839750,2013,48,39750,Seminole Independent School District,15545,3973,730,0.18374024,0.25558057
4839780,2013,48,39780,Seymour Independent School District,3688,560,168,0.3,0.15184382
4839870,2013,48,39870,Shallowater Independent School District,5650,1346,271,0.2013373,0.2382301
4839900,2013,48,39900,Shamrock Independent School District,2591,456,90,0.19736843,0.17599383
4839930,2013,48,39930,Sharyland Independent School District,42064,10529,2372,0.22528255,0.25030905
4839960,2013,48,39960,Shelbyville Independent School District,3580,647,176,0.27202472,0.18072626
4839990,2013,48,39990,Sheldon Independent School District,32390,7785,2112,0.27129096,0.24035196
4840020,2013,48,40020,Shepherd Independent School District,9344,1840,682,0.37065217,0.1969178
4840080,2013,48,40080,Sherman Independent School District,41868,7223,1741,0.24103558,0.17251839
4840110,2013,48,40110,Shiner Independent School District,3978,743,112,0.15074024,0.18677728
4840170,2013,48,40170,Sidney Independent School District,569,94,29,0.30851063,0.16520211
4840200,2013,48,40200,Sierra Blanca Independent School District,585,105,44,0.41904762,0.17948718
4840230,2013,48,40230,Silsbee Independent School District,17134,3143,589,0.18740058,0.18343644
4840290,2013,48,40290,Silverton Independent School District,1033,168,37,0.22023809,0.1626331
4840320,2013,48,40320,Simms Independent School District,5746,599,182,0.30383974,0.10424643
4840350,2013,48,40350,Sinton Independent School District,9546,1941,408,0.21020092,0.20333123
4840380,2013,48,40380,Sivells Bend Independent School District,533,63,8,0.12698413,0.11819887
4840410,2013,48,40410,Skidmore-Tynan Independent School District,2970,599,100,0.1669449,0.2016835
4840440,2013,48,40440,Slaton Independent School District,7941,1586,506,0.3190416,0.19972296
4840470,2013,48,40470,Slidell Independent School District,2009,347,42,0.12103746,0.17272274
4840500,2013,48,40500,Slocum Independent School District,2065,325,88,0.27076924,0.15738499
4840550,2013,48,40550,Smithville Independent School District,10985,1877,385,0.20511454,0.17086937
4840590,2013,48,40590,Smyer Independent School District,1709,329,103,0.3130699,0.19251025
4840620,2013,48,40620,Snook Independent School District,2983,529,113,0.21361059,0.17733826
4840650,2013,48,40650,Snyder Independent School District,15977,2864,587,0.2049581,0.17925768
4840710,2013,48,40710,Socorro Independent School District,185991,44018,10791,0.24514972,0.23666736
4840740,2013,48,40740,Somerset Independent School District,15928,3682,957,0.2599131,0.23116525
4840770,2013,48,40770,Somerville Independent School District,4004,541,200,0.36968577,0.13511488
4840800,2013,48,40800,Sonora Independent School District,4006,725,134,0.18482758,0.18097854
4840680,2013,48,40680,South San Antonio Independent School District,47481,10434,3368,0.32279086,0.21975106
4840890,2013,48,40890,Southland Independent School District,282,43,9,0.20930232,0.15248227
4840920,2013,48,40920,Southside Independent School District,24640,5619,1719,0.30592632,0.22804382
4840950,2013,48,40950,Southwest Independent School District,54667,12722,3835,0.30144632,0.2327181
4841010,2013,48,41010,Spearman Independent School District,3755,807,143,0.1771995,0.21491344
4841070,2013,48,41070,Splendora Independent School District,15661,3339,678,0.2030548,0.21320477
4841100,2013,48,41100,Spring Branch Independent School District,182712,35461,9548,0.26925355,0.1940814
4841130,2013,48,41130,Spring Creek Independent School District,155,32,5,0.15625,0.20645161
4841190,2013,48,41190,Spring Hill Independent School District,8720,2043,336,0.16446403,0.23428899
4841220,2013,48,41220,Spring Independent School District,176821,37744,9732,0.2578423,0.2134588
4841250,2013,48,41250,Springlake-Earth Independent School District,1692,359,94,0.26183844,0.21217494
4841280,2013,48,41280,Springtown Independent School District,19160,3602,622,0.17268184,0.18799582
4800002,2013,48,2,Spur Independent School District,1953,266,95,0.35714287,0.13620071
4841340,2013,48,41340,Spurger Independent School District,2157,369,58,0.15718158,0.17107093
4841350,2013,48,41350,Stafford Municipal School District,19079,3216,519,0.1613806,0.1685623
4841400,2013,48,41400,Stamford Independent School District,3372,558,200,0.35842294,0.16548042
4841430,2013,48,41430,Stanton Independent School District,4210,867,146,0.16839677,0.20593823
4841460,2013,48,41460,Star Independent School District,425,59,16,0.27118644,0.13882352
4841520,2013,48,41520,Stephenville Independent School District,26534,3540,823,0.23248588,0.13341373
4841550,2013,48,41550,Sterling City Independent School District,1219,233,45,0.19313304,0.19114028
4841610,2013,48,41610,Stockdale Independent School District,4577,827,136,0.16444983,0.18068604
4841670,2013,48,41670,Stratford Independent School District,2548,535,93,0.17383178,0.2099686
4841700,2013,48,41700,Strawn Independent School District,785,153,40,0.26143792,0.19490446
4841760,2013,48,41760,Sudan Independent School District,1484,337,108,0.32047477,0.22708894
4841790,2013,48,41790,Sulphur Bluff Independent School District,1179,197,35,0.17766498,0.16709076
4841820,2013,48,41820,Sulphur Springs Independent School District,23349,4178,1120,0.26807085,0.178937
4841850,2013,48,41850,Sundown Independent School District,1637,405,69,0.17037037,0.24740379
4841880,2013,48,41880,Sunnyvale Independent School District,5357,1109,143,0.128945,0.20701885
4841910,2013,48,41910,Sunray Independent School District,2139,486,74,0.15226337,0.22720897
4841970,2013,48,41970,Sweeny Independent School District,10630,2057,290,0.14098202,0.19350894
4842000,2013,48,42000,Sweet Home Independent School District,794,138,14,0.10144927,0.17380352
4842030,2013,48,42030,Sweetwater Independent School District,12537,2360,684,0.2898305,0.18824281
4842060,2013,48,42060,Taft Independent School District,5225,1132,334,0.295053,0.21665072
4842090,2013,48,42090,Tahoka Independent School District,2944,582,149,0.25601375,0.19769022
4842210,2013,48,42210,Tarkington Independent School District,8804,1800,337,0.18722223,0.20445251
4842240,2013,48,42240,Tatum Independent School District,5912,1063,177,0.16650988,0.17980379
4842280,2013,48,42280,Taylor Independent School District,18290,3512,679,0.19333713,0.1920175
4842300,2013,48,42300,Teague Independent School District,7156,1118,191,0.17084078,0.15623254
4842330,2013,48,42330,Temple Independent School District,58160,9768,2872,0.2940213,0.16795048
4842360,2013,48,42360,Tenaha Independent School District,2364,471,152,0.32271764,0.19923858
4842390,2013,48,42390,Terlingua Common School District,788,128,98,0.765625,0.16243654
4842420,2013,48,42420,Terrell County Independent School District,903,120,34,0.28333333,0.13289036
4842450,2013,48,42450,Terrell Independent School District,26099,4649,1165,0.25059152,0.17812943
4842480,2013,48,42480,Texarkana Independent School District,31952,5719,2345,0.4100367,0.17898723
4842510,2013,48,42510,Texas City Independent School District,28776,5639,1342,0.23798546,0.19596191
4842540,2013,48,42540,Texhoma Independent School District,553,121,15,0.12396694,0.2188065
4842570,2013,48,42570,Texline Independent School District,1012,241,63,0.2614108,0.2381423
4842630,2013,48,42630,Thorndale Independent School District,2913,544,67,0.12316176,0.18674906
4842660,2013,48,42660,Thrall Independent School District,3522,691,67,0.096960925,0.19619535
4842690,2013,48,42690,Three Rivers Independent School District,4395,602,124,0.20598006,0.13697383
4842720,2013,48,42720,Three Way Independent School District,580,99,30,0.3030303,0.17068966
4842780,2013,48,42780,Throckmorton Independent School District,1135,198,36,0.18181819,0.17444934
4842810,2013,48,42810,Tidehaven Independent School District,4058,763,221,0.28964612,0.18802366
4842840,2013,48,42840,Timpson Independent School District,3987,763,242,0.31716907,0.19137196
4842870,2013,48,42870,Tioga Independent School District,1304,236,30,0.12711865,0.18098159
4842900,2013,48,42900,Tolar Independent School District,2696,544,106,0.19485295,0.20178041
4842930,2013,48,42930,Tom Bean Independent School District,4239,832,80,0.09615385,0.1962727
4842960,2013,48,42960,Tomball Independent School District,59119,11641,1571,0.13495404,0.19690794
4842990,2013,48,42990,Tornillo Independent School District,3843,1131,437,0.38638374,0.29430133
4843110,2013,48,43110,Trent Independent School District,744,118,25,0.21186441,0.15860215
4843140,2013,48,43140,Trenton Independent School District,3104,627,114,0.18181819,0.20199743
4843170,2013,48,43170,Trinidad Independent School District,893,152,61,0.40131578,0.17021276
4843200,2013,48,43200,Trinity Independent School District,7949,1225,374,0.30530614,0.15410744
4843230,2013,48,43230,Troup Independent School District,5103,992,293,0.2953629,0.19439545
4843260,2013,48,43260,Troy Independent School District,6287,1259,234,0.1858618,0.2002545
4843320,2013,48,43320,Tulia Independent School District,5750,1095,316,0.28858447,0.19043478
4843350,2013,48,43350,Tuloso-Midway Independent School District,12916,2809,572,0.20363119,0.2174822
4843400,2013,48,43400,Turkey-Quitaque Independent School District,1011,180,58,0.32222223,0.17804155
4843470,2013,48,43470,Tyler Independent School District,121733,21328,5326,0.24971868,0.17520311
4843530,2013,48,43530,Union Grove Independent School District,2914,583,120,0.2058319,0.20006864
4843560,2013,48,43560,Union Hill Independent School District,1970,307,68,0.22149837,0.15583757
4843650,2013,48,43650,United Independent School District,164344,42174,13223,0.3135344,0.25662026
4843680,2013,48,43680,Utopia Independent School District,1406,164,57,0.34756097,0.11664296
4843720,2013,48,43720,Uvalde Consolidated Independent School District,23434,4914,1843,0.37505087,0.20969531
4843740,2013,48,43740,Valentine Independent School District,306,25,10,0.4,0.08169935
4843760,2013,48,43760,Valley Mills Independent School District,3358,617,108,0.17504051,0.18374032
4843800,2013,48,43800,Valley View Independent School District,15313,4411,1824,0.41351166,0.2880559
4843860,2013,48,43860,Valley View Independent School District,3155,534,93,0.1741573,0.16925515
4843890,2013,48,43890,Van Alstyne Independent School District,7177,1475,129,0.08745763,0.20551762
4843920,2013,48,43920,Van Independent School District,13625,2481,639,0.25755742,0.18209174
4843950,2013,48,43950,Van Vleck Independent School District,4928,809,180,0.22249691,0.16416396
4843980,2013,48,43980,Vega Independent School District,1180,227,23,0.101321585,0.19237289
4844010,2013,48,44010,Venus Independent School District,9804,1947,356,0.1828454,0.19859241
4844040,2013,48,44040,Veribest Independent School District,1199,239,29,0.12133891,0.19933277
4844110,2013,48,44110,Vernon Independent School District,12568,2177,546,0.25080386,0.1732177
4844150,2013,48,44150,Victoria Independent School District,81984,15272,3386,0.22171293,0.18628025
4844160,2013,48,44160,Vidor Independent School District,25807,4671,972,0.20809248,0.1809974
4844250,2013,48,44250,Vysehrad Independent School District,763,109,15,0.13761468,0.14285715
4844280,2013,48,44280,Waco Independent School District,105635,16710,6314,0.37785757,0.15818621
4844310,2013,48,44310,Waelder Independent School District,2076,348,90,0.25862068,0.16763006
4844370,2013,48,44370,Walcott Independent School District,142,31,8,0.2580645,0.21830986
4844410,2013,48,44410,Wall Independent School District,4335,955,111,0.11623037,0.22029988
4844430,2013,48,44430,Waller Independent School District,33817,5999,1208,0.2013669,0.17739598
4844490,2013,48,44490,Walnut Bend Independent School District,162,37,7,0.1891892,0.22839506
4844520,2013,48,44520,Walnut Springs Independent School District,1273,212,71,0.33490565,0.16653574
4844580,2013,48,44580,Warren Independent School District,6122,978,260,0.26584867,0.15975171
4844670,2013,48,44670,Waskom Independent School District,4438,800,138,0.1725,0.18026137
4844710,2013,48,44710,Water Valley Independent School District,1938,319,40,0.12539186,0.16460268
4844730,2013,48,44730,Waxahachie Independent School District,42880,8085,1591,0.19678417,0.18854944
4844800,2013,48,44800,Weatherford Independent School District,49152,8478,1423,0.16784619,0.17248535
4844810,2013,48,44810,Webb Consolidated Independent School District,1387,314,94,0.29936305,0.22638789
4844820,2013,48,44820,Weimar Independent School District,4480,698,142,0.2034384,0.15580358
4844890,2013,48,44890,Wellington Independent School District,3049,649,217,0.33436054,0.21285668
4844910,2013,48,44910,Wellman-Union Consolidated Independent School District,640,122,74,0.60655737,0.190625
4844940,2013,48,44940,Wells Independent School District,1865,376,106,0.2819149,0.20160858
4844960,2013,48,44960,Weslaco Independent School District,71405,16813,7726,0.45952538,0.2354597
4845000,2013,48,45000,West Hardin County Consolidated Independent School District,3695,638,80,0.12539186,0.17266576
4845040,2013,48,45040,West Independent School District,8212,1539,241,0.15659519,0.18740867
4845090,2013,48,45090,West Orange-Cove Consolidated Independent School District,17597,2680,914,0.34104478,0.15229869
4845120,2013,48,45120,West Oso Independent School District,9531,1995,669,0.33533835,0.20931697
4845150,2013,48,45150,West Rusk County Consolidated Independent School District,5720,1067,341,0.31958762,0.18653846
4845180,2013,48,45180,West Sabine Independent School District,2592,518,108,0.2084942,0.19984567
4845210,2013,48,45210,Westbrook Independent School District,900,141,13,0.09219858,0.15666667
4845240,2013,48,45240,Westhoff Independent School District,487,62,24,0.38709676,0.12731007
4845330,2013,48,45330,Westphalia Independent School District,368,48,10,0.20833333,0.13043478
4843290,2013,48,43290,Westwood Independent School District,14816,1725,422,0.24463768,0.11642819
4845380,2013,48,45380,Wharton Independent School District,12984,2307,624,0.27048114,0.17768022
4845420,2013,48,45420,Wheeler Independent School District,2247,469,95,0.20255864,0.20872274
4845450,2013,48,45450,White Deer Independent School District,1603,282,32,0.11347517,0.17592014
4845480,2013,48,45480,White Oak Independent School District,6666,1450,230,0.15862069,0.21752176
4845540,2013,48,45540,White Settlement Independent School District,33240,6526,1208,0.18510573,0.19632973
4845570,2013,48,45570,Whiteface Consolidated Independent School District,904,177,40,0.2259887,0.19579646
4845600,2013,48,45600,Whitehouse Independent School District,25763,5354,725,0.13541278,0.2078174
4845630,2013,48,45630,Whitesboro Independent School District,9567,1508,281,0.18633953,0.15762517
4845670,2013,48,45670,Whitewright Independent School District,3716,746,139,0.18632708,0.2007535
4845690,2013,48,45690,Whitharral Independent School District,485,100,24,0.24,0.20618556
4845720,2013,48,45720,Whitney Independent School District,9666,1534,284,0.1851369,0.1587006
4845780,2013,48,45780,Wichita Falls Independent School District,88223,14875,4114,0.27657142,0.16860683
4845840,2013,48,45840,Wildorado Independent School District,356,68,17,0.25,0.19101124
4845900,2013,48,45900,Willis Independent School District,39782,7362,1442,0.19587068,0.18505856
4845950,2013,48,45950,Wills Point Independent School District,13833,2530,560,0.22134387,0.18289597
4845990,2013,48,45990,Wilson Independent School District,860,168,48,0.2857143,0.19534884
4800009,2013,48,9,Wimberley Independent School District,14580,2185,375,0.17162472,0.14986283
4846080,2013,48,46080,Windthorst Independent School District,1470,348,35,0.10057471,0.23673469
4846110,2013,48,46110,Winfield Independent School District,1004,171,77,0.4502924,0.17031872
4846170,2013,48,46170,Wink-Loving Independent School District,1167,251,62,0.24701196,0.21508141
4846200,2013,48,46200,Winnsboro Independent School District,8892,1435,329,0.2292683,0.16138102
4846230,2013,48,46230,Winona Independent School District,5806,987,228,0.23100305,0.16999656
4846260,2013,48,46260,Winters Independent School District,3400,614,182,0.29641694,0.18058823
4846320,2013,48,46320,Woden Independent School District,3104,663,172,0.25942686,0.21359536
4846350,2013,48,46350,Wolfe City Independent School District,3097,551,100,0.1814882,0.17791411
4846380,2013,48,46380,Woodsboro Independent School District,2728,465,88,0.18924731,0.17045455
4846410,2013,48,46410,Woodson Independent School District,496,78,20,0.25641027,0.15725806
4846440,2013,48,46440,Woodville Independent School District,11019,1314,401,0.30517504,0.11924857
4846470,2013,48,46470,Wortham Independent School District,2117,388,72,0.185567,0.18327822
4846500,2013,48,46500,Wylie Independent School District,18087,3635,401,0.110316366,0.20097308
4846530,2013,48,46530,Wylie Independent School District,61995,14278,1266,0.08866788,0.23030889
4846590,2013,48,46590,Yantis Independent School District,3415,383,87,0.22715405,0.11215227
4846620,2013,48,46620,Yoakum Independent School District,8844,1736,439,0.2528802,0.19629127
4846650,2013,48,46650,Yorktown Independent School District,3592,558,129,0.2311828,0.15534522
4846680,2013,48,46680,Ysleta Independent School District,199372,38453,13819,0.35937378,0.19287062
4846710,2013,48,46710,Zapata County Independent School District,14390,3382,1406,0.41573033,0.23502432
4846740,2013,48,46740,Zavalla Independent School District,2996,500,113,0.226,0.16688919
4846770,2013,48,46770,Zephyr Independent School District,807,141,51,0.3617021,0.1747212
4900030,2013,49,30,Alpine School District,304231,82407,7913,0.096023396,0.27086982
4900060,2013,49,60,Beaver School District,6459,1550,196,0.12645161,0.23997523
4900090,2013,49,90,Box Elder School District,50794,12221,1508,0.123394154,0.24059929
4900120,2013,49,120,Cache School District,66886,18140,1855,0.1022602,0.27120772
4900142,2013,49,142,Canyons School District,214188,43267,4438,0.1025724,0.20200478
4900150,2013,49,150,Carbon School District,20988,4032,725,0.17981151,0.19210978
4900180,2013,49,180,Daggett School District,1127,213,15,0.07042254,0.18899734
4900210,2013,49,210,Davis School District,322094,78643,6769,0.086072505,0.24416164
4900240,2013,49,240,Duchesne School District,20308,4845,568,0.11723426,0.23857594
4900270,2013,49,270,Emery School District,10749,2515,402,0.15984096,0.23397525
4900300,2013,49,300,Garfield School District,5083,992,154,0.15524194,0.19516034
4900330,2013,49,330,Grand School District,9853,1581,348,0.22011386,0.16045874
4900360,2013,49,360,Granite School District,402802,81256,15402,0.18954907,0.2017269
4900390,2013,49,390,Iron School District,46780,9591,2199,0.22927745,0.20502351
4900420,2013,49,420,Jordan School District,230643,60105,4934,0.08208968,0.26059756
4900450,2013,49,450,Juab School District,9460,2501,402,0.16073571,0.2643763
4900480,2013,49,480,Kane School District,7260,1262,231,0.1830428,0.1738292
4900510,2013,49,510,Logan School District,50023,7322,1562,0.21332969,0.14637268
4900540,2013,49,540,Millard School District,12662,2907,552,0.18988648,0.22958459
4900570,2013,49,570,Morgan School District,10173,2677,156,0.058274187,0.26314753
4900600,2013,49,600,Murray School District,36600,6132,970,0.15818655,0.16754098
4900630,2013,49,630,Nebo School District,127748,36396,3303,0.09075173,0.28490466
4900660,2013,49,660,North Sanpete School District,11547,2796,463,0.1655937,0.24214081
4900690,2013,49,690,North Summit School District,5215,1107,171,0.15447155,0.21227229
4900720,2013,49,720,Ogden School District,85434,15881,4509,0.2839242,0.18588617
4900750,2013,49,750,Park City School District,25853,5061,364,0.07192255,0.19576065
4900780,2013,49,780,Piute School District,1510,350,101,0.28857142,0.23178808
4900810,2013,49,810,Provo School District,119912,17120,3336,0.19485982,0.14277136
4900840,2013,49,840,Rich School District,2288,524,78,0.14885496,0.22902098
4900870,2013,49,870,Salt Lake City School District,195488,28846,6291,0.21808916,0.14755893
4900900,2013,49,900,San Juan School District,14480,3515,964,0.2742532,0.24274862
4900930,2013,49,930,Sevier School District,20852,4890,805,0.16462168,0.23450989
4900960,2013,49,960,South Sanpete School District,16690,3197,661,0.20675634,0.19155183
4900990,2013,49,990,South Summit School District,7418,1669,103,0.061713602,0.22499326
4901020,2013,49,1020,Tintic School District,888,171,25,0.14619882,0.19256757
4901050,2013,49,1050,Tooele School District,60762,15843,1649,0.10408382,0.2607386
4901080,2013,49,1080,Uintah School District,35555,8390,1031,0.122884385,0.23597243
4901110,2013,49,1110,Wasatch School District,26437,6658,645,0.096875936,0.25184402
4901140,2013,49,1140,Washington School District,147800,31330,6260,0.1998085,0.21197565
4901170,2013,49,1170,Wayne School District,2747,594,134,0.22558923,0.21623589
4901200,2013,49,1200,Weber School District,153085,34225,3553,0.103813,0.2235686
5001710,2013,50,1710,Addison School District,1374,112,9,0.08035714,0.08151383
5001740,2013,50,1740,Albany School District,939,95,16,0.16842106,0.10117146
5001770,2013,50,1770,Alburgh School District,2003,299,44,0.14715719,0.1492761
5001830,2013,50,1830,Arlington School District,2287,313,56,0.17891374,0.13686052
5001860,2013,50,1860,Athens School District,435,48,7,0.14583333,0.11034483
5000015,2013,50,15,Averill School District,24,0,0,,0
5000016,2013,50,16,Avery's Gore School District,0,0,0,,
5001890,2013,50,1890,Bakersfield School District,1337,249,32,0.12851405,0.18623784
5001920,2013,50,1920,Baltimore School District,245,37,5,0.13513513,0.15102041
5001950,2013,50,1950,Barnard School District,937,76,6,0.078947365,0.081109926
5001980,2013,50,1980,Barnet School District,1700,284,30,0.1056338,0.16705883
5002010,2013,50,2010,Barre City School District,9016,902,205,0.22727273,0.10004436
5002040,2013,50,2040,Barre Town School District,7897,848,70,0.08254717,0.10738255
5002070,2013,50,2070,Barton Incorporated School District,1916,187,46,0.24598931,0.09759916
5008246,2013,50,8246,Bellows Falls Union High School District 27,9440,458,91,0.19868995,0.048516948
5002085,2013,50,2085,Bellows Free Academy Union High School District 48,13064,636,61,0.09591195,0.048683405
5002100,2013,50,2100,Belvidere School District,356,18,5,0.2777778,0.050561797
5002130,2013,50,2130,Bennington Incorporated School District,13944,910,301,0.33076924,0.06526104
5002160,2013,50,2160,Benson School District,1038,126,21,0.16666667,0.12138728
5002190,2013,50,2190,Berkshire School District,1715,330,36,0.10909091,0.19241983
5002220,2013,50,2220,Berlin School District,2872,199,34,0.17085427,0.06928969
5002250,2013,50,2250,Bethel School District,2001,284,24,0.08450704,0.14192903
5008241,2013,50,8241,Black River Union School District 39,3158,187,34,0.18181819,0.059214693
5002280,2013,50,2280,Bloomfield School District,216,25,5,0.2,0.11574074
5008224,2013,50,8224,Blue Mountain Union School District 21,2585,405,65,0.16049382,0.15667312
5002310,2013,50,2310,Bolton School District,1204,66,6,0.09090909,0.054817274
5002340,2013,50,2340,Bradford Incorporated School District,2793,238,42,0.1764706,0.085213035
5002370,2013,50,2370,Braintree School District,1243,84,21,0.25,0.06757844
5002480,2013,50,2480,Brandon School District,3903,306,64,0.20915033,0.07840123
5002490,2013,50,2490,Brattleboro School District,11868,853,185,0.21688159,0.07187395
5002520,2013,50,2520,Brattleboro Union High School District 6,20630,1320,139,0.10530303,0.06398449
5002580,2013,50,2580,Bridgewater School District,924,57,7,0.12280702,0.06168831
5002550,2013,50,2550,Bridport School District,1217,87,11,0.12643678,0.07148726
5002610,2013,50,2610,Brighton School District,1204,105,34,0.32380953,0.0872093
5002640,2013,50,2640,Bristol School District,3898,298,39,0.13087249,0.07644946
5002670,2013,50,2670,Brookfield School District,1286,95,11,0.11578947,0.07387247
5002700,2013,50,2700,Brookline School District,522,48,10,0.20833333,0.09195402
5002730,2013,50,2730,Brownington School District,986,98,22,0.2244898,0.09939148
5002760,2013,50,2760,Brunswick School District,112,21,6,0.2857143,0.1875
5000011,2013,50,11,Buels Gore School District,31,6,0,0,0.19354838
5002790,2013,50,2790,Burke School District,1749,288,33,0.114583336,0.16466552
5002820,2013,50,2820,Burlington School District,43223,3822,565,0.14782836,0.088425145
5002850,2013,50,2850,Cabot School District,1429,246,55,0.22357723,0.17214836
5002880,2013,50,2880,Calais School District,1601,137,15,0.10948905,0.08557152
5002910,2013,50,2910,Cambridge School District,3748,341,39,0.114369504,0.090981856
5002940,2013,50,2940,Canaan School District,957,135,31,0.22962964,0.14106584
5000001,2013,50,1,Castleton-Hubbardton Union School District 42,5333,357,46,0.12885155,0.066941686
5003010,2013,50,3010,Cavendish School District,1353,97,11,0.11340206,0.071692534
5003030,2013,50,3030,Champlain Valley Union High School District 15,24424,1503,38,0.025282769,0.061537832
5003060,2013,50,3060,Charleston School District,1021,93,34,0.3655914,0.09108717
5003090,2013,50,3090,Charlotte School District,3825,494,23,0.046558704,0.12915033
5003120,2013,50,3120,Chelsea School District,1238,182,41,0.22527473,0.14701131
5008245,2013,50,8245,Chester-Andover Union School District 29,3579,266,34,0.12781955,0.07432244
5002060,2013,50,2060,Chittenden School District,1237,229,14,0.06113537,0.1851253
5003210,2013,50,3210,Clarendon School District,2528,187,20,0.10695187,0.07397152
5003240,2013,50,3240,Colchester School District,17391,2303,197,0.0855406,0.13242482
5003270,2013,50,3270,Concord School District,1216,178,34,0.19101124,0.14638157
5003330,2013,50,3330,Cornwall School District,1186,94,5,0.05319149,0.07925801
5003360,2013,50,3360,Coventry School District,1084,168,34,0.20238096,0.15498155
5003390,2013,50,3390,Craftsbury School District,1203,165,26,0.15757576,0.13715711
5008240,2013,50,8240,Currier Memorial Union School District 23,1537,125,11,0.088,0.08132726
5003430,2013,50,3430,Danby School District,1283,85,8,0.09411765,0.06625097
5003450,2013,50,3450,Danville School District,2203,327,48,0.14678898,0.14843395
5003480,2013,50,3480,Derby School District,4612,381,46,0.12073491,0.082610585
5003510,2013,50,3510,Dorset School District,2006,299,22,0.073578596,0.14905284
5003540,2013,50,3540,Dover School District,1107,136,8,0.05882353,0.12285456
5003570,2013,50,3570,Dummerston School District,1837,164,16,0.09756097,0.08927599
5000008,2013,50,8,Duxbury/Waterbury Union School District 45,6378,645,65,0.1007752,0.10112888
5003660,2013,50,3660,East Haven School District,286,36,8,0.22222222,0.12587413
5003690,2013,50,3690,East Montpelier School District,2573,227,28,0.12334802,0.08822386
5003720,2013,50,3720,Eden School District,1352,122,24,0.19672132,0.090236686
5003750,2013,50,3750,Elmore School District,876,145,9,0.062068965,0.16552511
5003780,2013,50,3780,Enosburgh School District,2811,475,122,0.2568421,0.168979
5000006,2013,50,6,Essex Community Education Center,19965,1166,42,0.036020584,0.058402203
